recipe_id,tag_id
327059,211
327059,7
327059,12
327059,181
327059,287
327059,106
327059,103
327059,30
327059,244
327059,230
327059,105
327059,310
327059,98
327059,174
327059,156
327059,177
327059,46
327059,321
327059,271
327059,327
327059,109
504948,351
504948,326
504948,89
504948,183
504948,93
504948,246
504948,211
504948,204
504948,118
504948,178
504948,7
504948,181
504948,243
504948,337
504948,10
504948,103
504948,255
504948,97
504948,165
504948,302
504948,313
504948,98
504948,277
504948,268
504948,156
504948,205
504948,328
504948,177
504948,136
504948,170
504948,329
504948,46
504948,109
504948,207
504948,4
149966,358
149966,5
149966,326
149966,89
149966,246
149966,7
149966,101
149966,96
149966,103
149966,85
149966,98
149966,130
149966,120
309827,352
309827,326
309827,246
309827,143
309827,7
309827,103
309827,176
309827,98
309827,180
309827,179
309827,177
437455,361
437455,89
437455,183
437455,93
437455,246
437455,211
437455,204
437455,143
437455,182
437455,289
437455,238
437455,10
437455,103
437455,112
437455,176
437455,348
437455,307
437455,91
437455,98
437455,213
437455,180
437455,175
437455,277
437455,179
437455,173
437455,174
437455,156
437455,144
437455,177
437455,188
437455,240
437455,109
61677,361
61677,326
61677,89
61677,183
61677,93
61677,246
61677,204
61677,178
61677,143
61677,265
61677,337
61677,98
61677,180
61677,175
61677,179
61677,144
61677,177
61677,57
219233,351
219233,326
219233,89
219233,183
219233,246
219233,118
219233,182
219233,84
219233,238
219233,103
219233,186
219233,98
219233,150
219233,174
219233,156
219233,149
219233,177
219233,188
219233,207
398291,351
398291,326
398291,89
398291,183
398291,246
398291,118
398291,178
398291,143
398291,12
398291,337
398291,103
398291,98
398291,180
398291,175
398291,174
398291,144
398291,177
398291,207
398291,4
206557,351
206557,326
206557,89
206557,246
206557,7
206557,12
206557,284
206557,103
206557,100
206557,98
206557,174
206557,177
206557,4
442142,351
442142,326
442142,89
442142,246
442142,12
442142,103
442142,30
442142,100
442142,301
442142,98
442142,147
442142,210
442142,149
442142,4
29835,353
29835,326
29835,89
29835,183
29835,93
29835,246
29835,211
29835,39
29835,181
29835,106
29835,126
29835,245
29835,337
29835,15
29835,218
29835,114
29835,151
29835,197
29835,209
29835,63
29835,98
29835,251
29835,188
29835,224
29835,321
29835,327
29835,109
29835,207
29835,247
24513,361
24513,326
24513,89
24513,183
24513,246
24513,211
24513,96
24513,126
24513,103
24513,145
24513,151
24513,50
24513,98
24513,13
24513,207
24513,6
63706,352
63706,326
63706,89
63706,183
63706,246
63706,211
63706,178
63706,143
63706,7
63706,161
63706,84
63706,126
63706,103
63706,112
63706,166
63706,176
63706,336
63706,338
63706,348
63706,310
63706,98
63706,129
63706,180
63706,175
63706,277
63706,179
63706,83
63706,210
63706,156
63706,144
63706,177
63706,77
63706,169
63706,217
63706,321
63706,317
63706,109
63706,207
244193,360
244193,89
244193,183
244193,93
244193,246
244193,211
244193,204
244193,96
244193,106
244193,10
244193,103
244193,99
244193,261
244193,64
244193,63
244193,98
244193,129
244193,83
244193,205
244193,321
244193,6
226115,352
226115,326
226115,89
226115,93
226115,246
226115,211
226115,312
226115,284
226115,103
226115,111
226115,99
226115,145
226115,151
226115,159
226115,156
183563,360
183563,89
183563,183
183563,93
183563,246
183563,211
183563,118
183563,7
183563,339
183563,182
183563,26
183563,15
183563,162
183563,103
183563,336
183563,338
183563,98
183563,180
183563,174
183563,296
183563,177
183563,321
183563,271
183563,207
183563,6
366307,360
366307,89
366307,183
366307,246
366307,211
366307,284
366307,243
366307,337
366307,83
366307,321
366307,6
363791,351
363791,326
363791,89
363791,246
363791,178
363791,7
363791,269
363791,84
363791,103
363791,338
363791,98
363791,318
363791,177
363791,4
399771,353
399771,326
399771,89
399771,183
399771,246
399771,211
399771,284
399771,337
399771,338
399771,98
399771,83
399771,174
399771,177
399771,321
375504,351
375504,326
375504,89
375504,183
375504,246
375504,211
375504,178
375504,7
375504,269
375504,84
375504,337
375504,103
375504,30
375504,98
375504,174
375504,177
375504,327
375504,4
329008,351
329008,326
329008,89
329008,246
329008,178
329008,7
329008,269
329008,84
329008,103
329008,98
329008,174
329008,177
329008,4
219479,351
219479,326
219479,89
219479,246
219479,118
219479,178
219479,7
219479,32
219479,103
219479,98
219479,180
219479,174
219479,177
219479,207
219479,4
460069,361
460069,3
460069,326
460069,89
460069,183
460069,93
460069,246
460069,211
460069,118
460069,178
460069,7
460069,32
460069,126
460069,191
460069,103
460069,99
460069,151
460069,338
460069,98
460069,180
460069,177
460069,77
460069,80
460069,330
460069,233
460069,207
460069,4
460069,203
460069,76
458360,351
458360,326
458360,89
458360,183
458360,246
458360,211
458360,118
458360,7
458360,32
458360,126
458360,103
458360,80
458360,330
458360,206
458360,207
458360,4
298638,353
298638,326
298638,89
298638,183
298638,246
298638,178
298638,143
298638,284
298638,243
298638,337
298638,176
298638,98
298638,180
298638,175
298638,179
298638,173
298638,144
298638,177
142269,353
142269,326
142269,89
142269,183
142269,246
142269,178
142269,143
142269,7
142269,284
142269,126
142269,337
142269,103
142269,176
142269,98
142269,180
142269,175
142269,173
142269,156
142269,144
142269,177
142269,13
142269,303
67203,361
67203,326
67203,89
67203,183
67203,246
67203,211
67203,284
67203,337
67203,24
67203,103
67203,112
67203,98
67203,277
67203,83
67203,156
67203,303
67203,321
67203,327
67203,52
67203,109
67203,137
67203,247
67203,279
67203,6
170494,351
170494,326
170494,183
170494,246
170494,118
170494,178
170494,7
170494,337
170494,103
170494,192
170494,98
170494,180
170494,173
170494,177
170494,303
170494,109
170494,207
170494,4
206008,360
206008,89
206008,183
206008,246
206008,182
206008,238
206008,337
206008,218
206008,98
206008,174
206008,177
206008,188
206008,242
206008,303
206008,109
206008,207
206008,6
59334,361
59334,326
59334,89
59334,183
59334,93
59334,246
59334,211
59334,204
59334,12
59334,284
59334,337
59334,99
59334,151
59334,338
59334,98
59334,74
59334,303
59334,6
117886,360
117886,89
117886,183
117886,93
117886,246
117886,211
117886,204
117886,178
117886,182
117886,284
117886,337
117886,10
117886,99
117886,151
117886,338
117886,98
117886,74
